"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140029","GO:0140029","exocytic process","2/541","46/10683",0.684346154803356,0.684346154803356,0.774144750775923,"CG15399/unc-13-4A",2
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","3/541","69/10683",0.686166940162871,0.686166940162871,0.775810443700046,"ed/numb/CG32521",3
"GO:0044782","GO:0044782","cilium organization","7/541","157/10683",0.688619935556224,0.688619935556224,0.77818888816095,"tilB/CG13693/TTLL3A/CG15701/CCDC151/CG17687/HEATR2",7
"GO:0007351","GO:0007351","tripartite regional subdivision","5/541","114/10683",0.691421562481817,0.691421562481817,0.77981572702659,"grk/gt/tsl/mon2/tej",5
"GO:0008595","GO:0008595","anterior/posterior axis specification, embryo","5/541","114/10683",0.691421562481817,0.691421562481817,0.77981572702659,"grk/gt/tsl/mon2/tej",5
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","5/541","114/10683",0.691421562481817,0.691421562481817,0.77981572702659,"kay/RluA-2/Listericin/dnr1/kug",5
"GO:0042325","GO:0042325","regulation of phosphorylation","6/541","136/10683",0.692711310272096,0.692711310272096,0.77981572702659,"rho/N/Ret/kek1/gbb/CG17124",6
"GO:0051124","GO:0051124","synaptic assembly at neuromuscular junction","6/541","136/10683",0.692711310272096,0.692711310272096,0.77981572702659,"kay/Ten-m/gbb/Octbeta1R/metro/stai",6
"GO:0006417","GO:0006417","regulation of translation","7/541","158/10683",0.694958827897107,0.694958827897107,0.77981572702659,"heph/msi/apt/Lrpprc2/tut/bru2/bru3",7
"GO:0007052","GO:0007052","mitotic spindle organization","3/541","70/10683",0.695559154211918,0.695559154211918,0.77981572702659,"cnn/RacGAP84C/Invadolysin",3
"GO:0030239","GO:0030239","myofibril assembly","2/541","47/10683",0.695745600430608,0.695745600430608,0.77981572702659,"Zasp67/Zasp52",2
"GO:0045995","GO:0045995","regulation of embryonic development","2/541","47/10683",0.695745600430608,0.695745600430608,0.77981572702659,"tsl/ttk",2
"GO:0046434","GO:0046434","organophosphate catabolic process","2/541","47/10683",0.695745600430608,0.695745600430608,0.77981572702659,"CG3788/Sarm",2
"GO:0055002","GO:0055002","striated muscle cell development","2/541","47/10683",0.695745600430608,0.695745600430608,0.77981572702659,"Zasp67/Zasp52",2
"GO:0055076","GO:0055076","transition metal ion homeostasis","2/541","47/10683",0.695745600430608,0.695745600430608,0.77981572702659,"Pdfr/Trpm",2
"GO:0006721","GO:0006721","terpenoid metabolic process","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"AstC",1
"GO:0006835","GO:0006835","dicarboxylic acid transport","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"CG34402",1
"GO:0015914","GO:0015914","phospholipid transport","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"CG32407",1
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"Svil",1
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"mew",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"kek1",1
"GO:0035186","GO:0035186","syncytial blastoderm mitotic cell cycle","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"Psc",1
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"Svil",1
"GO:0051402","GO:0051402","neuron apoptotic process","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"N",1
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","1/541","23/10683",0.697761865201226,0.697761865201226,0.77981572702659,"Myo31DF",1
"GO:0051052","GO:0051052","regulation of DNA metabolic process","3/541","71/10683",0.704737491209953,0.704737491209953,0.787216666526031,"cutlet/timeout/Tet",3
"GO:0070085","GO:0070085","glycosylation","5/541","116/10683",0.705987827498966,0.705987827498966,0.787823142594564,"O-fut2/CG4341/FucTA/Pgant9/CG31690",5
"GO:1904396","GO:1904396","regulation of neuromuscular junction development","5/541","116/10683",0.705987827498966,0.705987827498966,0.787823142594564,"gbb/Octbeta1R/DIP-gamma/metro/dpr11",5
"GO:0048069","GO:0048069","eye pigmentation","2/541","48/10683",0.706802612541697,0.706802612541697,0.787942852398836,"arr/kar",2
"GO:1901654","GO:1901654","response to ketone","2/541","48/10683",0.706802612541697,0.706802612541697,0.787942852398836,"fkh/hid",2
"GO:0000578","GO:0000578","embryonic axis specification","5/541","117/10683",0.713088842733432,0.713088842733432,0.790217781260729,"grk/gt/tsl/mon2/tej",5
"GO:0003383","GO:0003383","apical constriction","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"tsl",1
"GO:0006378","GO:0006378","mRNA polyadenylation","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"Gld2",1
"GO:0006754","GO:0006754","ATP biosynthetic process","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"ATPsynCF6L",1
"GO:0007430","GO:0007430","terminal branching, open tracheal system","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"hdc",1
"GO:0018401","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"PH4alphaNE1",1
"GO:0031345","GO:0031345","negative regulation of cell projection organization","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"pros",1
"GO:0032392","GO:0032392","DNA geometric change","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"Mcm6",1
"GO:0035096","GO:0035096","larval midgut cell programmed cell death","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"hid",1
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"MYPT-75D",1
"GO:0035384","GO:0035384","thioester biosynthetic process","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"CG7024",1
"GO:0071616","GO:0071616","acyl-CoA biosynthetic process","1/541","24/10683",0.713100592304992,0.713100592304992,0.790217781260729,"CG7024",1
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","4/541","95/10683",0.715736035091204,0.715736035091204,0.792743830120122,"Zw10/N/APC7/Invadolysin",4
"GO:0000281","GO:0000281","mitotic cytokinesis","2/541","49/10683",0.717522568778392,0.717522568778392,0.79393299110261,"rho/RacGAP84C",2
"GO:0048190","GO:0048190","wing disc dorsal/ventral pattern formation","2/541","49/10683",0.717522568778392,0.717522568778392,0.79393299110261,"N/dlp",2
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","5/541","118/10683",0.720068244343705,0.720068244343705,0.796354155141003,"Zw10/brk/APC7/RacGAP84C/Invadolysin",5
"GO:0035330","GO:0035330","regulation of hippo signaling","3/541","73/10683",0.722457231629578,0.722457231629578,0.797807844964218,"ed/ptc/kibra",3
"GO:0042327","GO:0042327","positive regulation of phosphorylation","3/541","73/10683",0.722457231629578,0.722457231629578,0.797807844964218,"rho/Ret/gbb",3
"GO:1900424","GO:1900424","regulation of defense response to bacterium","3/541","73/10683",0.722457231629578,0.722457231629578,0.797807844964218,"kay/ush/dnr1",3
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","5/541","119/10683",0.726926023183496,0.726926023183496,0.799470600190796,"kay/Zw10/N/APC7/Invadolysin",5
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"hid",1
"GO:0019511","GO:0019511","peptidyl-proline hydroxylation","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"PH4alphaNE1",1
"GO:0035601","GO:0035601","protein deacylation","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"CG31875",1
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"hid",1
"GO:0046627","GO:0046627","negative regulation of insulin receptor signaling pathway","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"Tl",1
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"inaC",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"kek1",1
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"hid",1
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","1/541","25/10683",0.727662237821738,0.727662237821738,0.799470600190796,"Tl",1
"GO:0010508","GO:0010508","positive regulation of autophagy","2/541","50/10683",0.727911180684115,0.727911180684115,0.799470600190796,"hid/Toll-7",2
"GO:0021700","GO:0021700","developmental maturation","9/541","208/10683",0.733023514166583,0.733023514166583,0.804688727128474,"Ddc/grk/tld/ple/hdc/heph/mon2/tej/Hr51",9
"GO:0007265","GO:0007265","Ras protein signal transduction","6/541","143/10683",0.737793972950762,0.737793972950762,0.805640353704425,"Rab27/Rab3-GEF/RacGAP84C/GEFmeso/Epac/CG42674",6
"GO:0006637","GO:0006637","acyl-CoA metabolic process","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"FarO/CG7024",2
"GO:0034754","GO:0034754","cellular hormone metabolic process","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"CG12398/AstC",2
"GO:0035383","GO:0035383","thioester metabolic process","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"FarO/CG7024",2
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"ptc/rdx",2
"GO:0061077","GO:0061077","chaperone-mediated protein folding","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"Hsp68/Hsp70Ba",2
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","2/541","51/10683",0.737974446237482,0.737974446237482,0.805640353704425,"Btk29A/tej",2
"GO:0006302","GO:0006302","double-strand break repair","4/541","98/10683",0.738248427792791,0.738248427792791,0.805640353704425,"CG14803/Mcm6/hdm/Xrp1",4
"GO:0051258","GO:0051258","protein polymerization","4/541","98/10683",0.738248427792791,0.738248427792791,0.805640353704425,"Btk29A/cnn/CG32232/Svil",4
"GO:0010639","GO:0010639","negative regulation of organelle organization","3/541","75/10683",0.739337969729295,0.739337969729295,0.805640353704425,"Zw10/pch2/Svil",3
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","3/541","75/10683",0.739337969729295,0.739337969729295,0.805640353704425,"kay/ush/vvl",3
"GO:0007309","GO:0007309","oocyte axis specification","5/541","121/10683",0.740277212423956,0.740277212423956,0.805640353704425,"grk/tld/heph/mon2/tej",5
"GO:0006026","GO:0006026","aminoglycan catabolic process","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"Cht6",1
"GO:0006096","GO:0006096","glycolytic process","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"N",1
"GO:0006757","GO:0006757","ATP generation from ADP","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"N",1
"GO:0032273","GO:0032273","positive regulation of protein polymerization","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"cnn",1
"GO:0032388","GO:0032388","positive regulation of intracellular transport","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"CG17597",1
"GO:0042045","GO:0042045","epithelial fluid transport","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"ClC-a",1
"GO:0061060","GO:0061060","negative regulation of peptidoglycan recognition protein signaling pathway","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"dnr1",1
"GO:0070252","GO:0070252","actin-mediated cell contraction","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"tsl",1
"GO:0098732","GO:0098732","macromolecule deacylation","1/541","26/10683",0.741486100585713,0.741486100585713,0.805640353704425,"CG31875",1
"GO:0007450","GO:0007450","dorsal/ventral pattern formation, imaginal disc","2/541","52/10683",0.747718606321637,0.747718606321637,0.811620278535233,"N/dlp",2
"GO:0016322","GO:0016322","neuron remodeling","2/541","52/10683",0.747718606321637,0.747718606321637,0.811620278535233,"hdc/Hr51",2
"GO:2000112","GO:2000112","regulation of cellular macromolecule biosynthetic process","7/541","167/10683",0.748184958799155,0.748184958799155,0.811730906154799,"heph/msi/apt/Lrpprc2/tut/bru2/bru3",7
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","7/541","168/10683",0.753670581028283,0.753670581028283,0.81236991807603,"Rab27/Rab3-GEF/RacGAP84C/GEFmeso/form3/Epac/CG42674",7
"GO:0000470","GO:0000470","maturation of LSU-rRNA","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"CG1463",1
"GO:0006885","GO:0006885","regulation of pH","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Ndae1",1
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"N",1
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"N",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Ndae1",1
"GO:0033301","GO:0033301","cell cycle comprising mitosis without cytokinesis","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Psc",1
"GO:0035069","GO:0035069","larval midgut histolysis","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"hid",1
"GO:0036335","GO:0036335","intestinal stem cell homeostasis","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"N",1
"GO:0046031","GO:0046031","ADP metabolic process","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"N",1
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"AstC",1
"GO:0051098","GO:0051098","regulation of binding","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"ttk",1
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Irk3",1
"GO:0098930","GO:0098930","axonal transport","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"pk",1
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Irk3",1
"GO:1901879","GO:1901879","regulation of protein depolymerization","1/541","27/10683",0.75460949549827,0.75460949549827,0.81236991807603,"Svil",1
"GO:0007254","GO:0007254","JNK cascade","3/541","77/10683",0.755394966267607,0.755394966267607,0.812822653761636,"Btk29A/Gadd45/rdx",3
"GO:0006909","GO:0006909","phagocytosis","2/541","53/10683",0.757150104853683,0.757150104853683,0.814317833678311,"Pxn/Dscam1",2
"GO:0090407","GO:0090407","organophosphate biosynthetic process","10/541","235/10683",0.758451801831801,0.758451801831801,0.815324127553389,"rut/Gycbeta100B/CG7024/ATPsynCF6L/CG10738/Gyc88E/CG34357/Ppcs/rdgA/CG43373",10
